product_code,normalization_status,normalization_confidence,source_page,source_table,source_rows,source_columns,applications,continuation_product_type,footnote_marker,footnote_text,frequency,ip_rating,poles,product_type,rated_current,rated_voltage,reference_h,source_column_path,wiring_type
GW 62 222 H,accepted,0.97,2,1,40,6,Use with particular voltage,10° flush-mounting,,,50/60 Hz,,3P+E,Straight plugs,32 A,480 ÷ 500 V,7,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 244 H,accepted,0.98,2,1,40,8,Use with particular voltage,10° flush-mounting,,,50/60 Hz,,3P+E,Straight plugs,32 A,480 ÷ 500 V,7,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
GW 62 022 H,accepted,0.97,2,1,41,2,Use with particular voltage,Straight connectors,,,50/60 Hz,IP44/IP54,3P+N+E,Straight plugs,32 A,480 ÷ 500 V,7,Straight connectors | IP44/IP54 | Screw wiring,Screw wiring
GW 62 044 H,accepted,0.97,2,1,41,4,Use with particular voltage,Straight connectors,,,50/60 Hz,IP66/IP67/IP68/IP69,3P+N+E,Straight plugs,32 A,480 ÷ 500 V,7,Straight connectors | IP66/IP67/IP68/IP69 | Screw wiring,Screw wiring
GW 62 223 H,accepted,0.97,2,1,41,6,Use with particular voltage,10° flush-mounting,,,50/60 Hz,,3P+N+E,Straight plugs,32 A,480 ÷ 500 V,7,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 245 H,accepted,0.98,2,1,41,8,Use with particular voltage,10° flush-mounting,,,50/60 Hz,,3P+N+E,Straight plugs,32 A,480 ÷ 500 V,7,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
GW 62 719 H,accepted,0.97,2,1,42,2,Use with particular voltage,Straight connectors,,,50/60 Hz,IP44/IP54,3P+E,Straight plugs,32 A,600 ÷ 690 V,5,Straight connectors | IP44/IP54 | Screw wiring,Screw wiring
GW 62 753 H,accepted,0.97,2,1,42,4,Use with particular voltage,Straight connectors,,,50/60 Hz,IP66/IP67/IP68/IP69,3P+E,Straight plugs,32 A,600 ÷ 690 V,5,Straight connectors | IP66/IP67/IP68/IP69 | Screw wiring,Screw wiring
GW 62 819 H,accepted,0.97,2,1,42,6,Use with particular voltage,10° flush-mounting,,,50/60 Hz,,3P+E,Straight plugs,32 A,600 ÷ 690 V,5,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 853 H,accepted,0.98,2,1,42,8,Use with particular voltage,10° flush-mounting,,,50/60 Hz,,3P+E,Straight plugs,32 A,600 ÷ 690 V,5,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
GW 62 720 H,accepted,0.97,2,1,43,2,Use with particular voltage,Straight connectors,,,50/60 Hz,IP44/IP54,3P+N+E,Straight plugs,32 A,600 ÷ 690 V,5,Straight connectors | IP44/IP54 | Screw wiring,Screw wiring
GW 62 754 H,accepted,0.97,2,1,43,4,Use with particular voltage,Straight connectors,,,50/60 Hz,IP66/IP67/IP68/IP69,3P+N+E,Straight plugs,32 A,600 ÷ 690 V,5,Straight connectors | IP66/IP67/IP68/IP69 | Screw wiring,Screw wiring
GW 62 820 H,accepted,0.97,2,1,43,6,Use with particular voltage,10° flush-mounting,,,50/60 Hz,,3P+N+E,Straight plugs,32 A,600 ÷ 690 V,5,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 854 H,accepted,0.98,2,1,43,8,Use with particular voltage,10° flush-mounting,,,50/60 Hz,,3P+N+E,Straight plugs,32 A,600 ÷ 690 V,5,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
GW 62 721 H,accepted,0.98,2,1,44,2,Use with high frequencies,Straight connectors,,,100 ÷ 300 Hz,IP44/IP54,2P+E,Straight plugs,32 A,> 50 V,10,Straight connectors | IP44/IP54 | Screw wiring,Screw wiring
GW 62 755 H,accepted,0.98,2,1,44,4,Use with high frequencies,Straight connectors,,,100 ÷ 300 Hz,IP66/IP67/IP68/IP69,2P+E,Straight plugs,32 A,> 50 V,10,Straight connectors | IP66/IP67/IP68/IP69 | Screw wiring,Screw wiring
GW 62 821 H,accepted,0.98,2,1,44,6,Use with high frequencies,10° flush-mounting,,,100 ÷ 300 Hz,,2P+E,Straight plugs,32 A,> 50 V,10,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 855 H,accepted,0.99,2,1,44,8,Use with high frequencies,10° flush-mounting,,,100 ÷ 300 Hz,,2P+E,Straight plugs,32 A,> 50 V,10,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
GW 62 722 H,accepted,0.97,2,1,45,2,Use with high frequencies,Straight connectors,,,100 ÷ 300 Hz,IP44/IP54,3P+E,Straight plugs,32 A,> 50 V,10,Straight connectors | IP44/IP54 | Screw wiring,Screw wiring
GW 62 756 H,accepted,0.97,2,1,45,4,Use with high frequencies,Straight connectors,,,100 ÷ 300 Hz,IP66/IP67/IP68/IP69,3P+E,Straight plugs,32 A,> 50 V,10,Straight connectors | IP66/IP67/IP68/IP69 | Screw wiring,Screw wiring
GW 62 822 H,accepted,0.97,2,1,45,6,Use with high frequencies,10° flush-mounting,,,100 ÷ 300 Hz,,3P+E,Straight plugs,32 A,> 50 V,10,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 856 H,accepted,0.98,2,1,45,8,Use with high frequencies,10° flush-mounting,,,100 ÷ 300 Hz,,3P+E,Straight plugs,32 A,> 50 V,10,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
GW 62 723 H,accepted,0.97,2,1,46,2,Use with high frequencies,Straight connectors,,,100 ÷ 300 Hz,IP44/IP54,3P+N+E,Straight plugs,32 A,> 50 V,10,Straight connectors | IP44/IP54 | Screw wiring,Screw wiring
GW 62 757 H,accepted,0.97,2,1,46,4,Use with high frequencies,Straight connectors,,,100 ÷ 300 Hz,IP66/IP67/IP68/IP69,3P+N+E,Straight plugs,32 A,> 50 V,10,Straight connectors | IP66/IP67/IP68/IP69 | Screw wiring,Screw wiring
GW 62 823 H,accepted,0.97,2,1,46,6,Use with high frequencies,10° flush-mounting,,,100 ÷ 300 Hz,,3P+N+E,Straight plugs,32 A,> 50 V,10,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 857 H,accepted,0.98,2,1,46,8,Use with high frequencies,10° flush-mounting,,,100 ÷ 300 Hz,,3P+N+E,Straight plugs,32 A,> 50 V,10,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
GW 62 724 H,accepted,0.97,2,1,47,2,Use with high frequencies,Straight connectors,,,> 300 ÷ 500 Hz,IP44/IP54,2P+E,Straight plugs,32 A,> 50 V,2,Straight connectors | IP44/IP54 | Screw wiring,Screw wiring
GW 62 758 H,accepted,0.97,2,1,47,4,Use with high frequencies,Straight connectors,,,> 300 ÷ 500 Hz,IP66/IP67/IP68/IP69,2P+E,Straight plugs,32 A,> 50 V,2,Straight connectors | IP66/IP67/IP68/IP69 | Screw wiring,Screw wiring
GW 62 824 H,accepted,0.97,2,1,47,6,Use with high frequencies,10° flush-mounting,,,> 300 ÷ 500 Hz,,2P+E,Straight plugs,32 A,> 50 V,2,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 858 H,accepted,0.98,2,1,47,8,Use with high frequencies,10° flush-mounting,,,> 300 ÷ 500 Hz,,2P+E,Straight plugs,32 A,> 50 V,2,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
GW 62 725 H,accepted,0.97,2,1,48,2,Use with high frequencies,Straight connectors,,,> 300 ÷ 500 Hz,IP44/IP54,3P+E,Straight plugs,32 A,> 50 V,2,Straight connectors | IP44/IP54 | Screw wiring,Screw wiring
GW 62 759 H,accepted,0.97,2,1,48,4,Use with high frequencies,Straight connectors,,,> 300 ÷ 500 Hz,IP66/IP67/IP68/IP69,3P+E,Straight plugs,32 A,> 50 V,2,Straight connectors | IP66/IP67/IP68/IP69 | Screw wiring,Screw wiring
GW 62 825 H,accepted,0.97,2,1,48,6,Use with high frequencies,10° flush-mounting,,,> 300 ÷ 500 Hz,,3P+E,Straight plugs,32 A,> 50 V,2,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 859 H,accepted,0.98,2,1,48,8,Use with high frequencies,10° flush-mounting,,,> 300 ÷ 500 Hz,,3P+E,Straight plugs,32 A,> 50 V,2,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
GW 62 726 H,accepted,0.97,2,1,49,2,Use with high frequencies,Straight connectors,,,> 300 ÷ 500 Hz,IP44/IP54,3P+N+E,Straight plugs,32 A,> 50 V,2,Straight connectors | IP44/IP54 | Screw wiring,Screw wiring
GW 62 760 H,accepted,0.97,2,1,49,4,Use with high frequencies,Straight connectors,,,> 300 ÷ 500 Hz,IP66/IP67/IP68/IP69,3P+N+E,Straight plugs,32 A,> 50 V,2,Straight connectors | IP66/IP67/IP68/IP69 | Screw wiring,Screw wiring
GW 62 826 H,accepted,0.97,2,1,49,6,Use with high frequencies,10° flush-mounting,,,> 300 ÷ 500 Hz,,3P+N+E,Straight plugs,32 A,> 50 V,2,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 860 H,accepted,0.98,2,1,49,8,Use with high frequencies,10° flush-mounting,,,> 300 ÷ 500 Hz,,3P+N+E,Straight plugs,32 A,> 50 V,2,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
GW 62 727 H,accepted,0.98,2,1,50,2,"Marine, port and naval, installations",Straight connectors,,,60 Hz,IP44/IP54,3P+E,Straight plugs,32 A,440 ÷ 460 V,11,Straight connectors | IP44/IP54 | Screw wiring,Screw wiring
GW 62 761 H,accepted,0.98,2,1,50,4,"Marine, port and naval, installations",Straight connectors,,,60 Hz,IP66/IP67/IP68/IP69,3P+E,Straight plugs,32 A,440 ÷ 460 V,11,Straight connectors | IP66/IP67/IP68/IP69 | Screw wiring,Screw wiring
GW 62 827 H,accepted,0.98,2,1,50,6,"Marine, port and naval, installations",10° flush-mounting,,,60 Hz,,3P+E,Straight plugs,32 A,440 ÷ 460 V,11,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 861 H,accepted,0.99,2,1,50,8,"Marine, port and naval, installations",10° flush-mounting,,,60 Hz,,3P+E,Straight plugs,32 A,440 ÷ 460 V,11,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
GW 62 728 H,accepted,0.97,2,1,51,2,"Marine, port and naval, installations",Straight connectors,,,60 Hz,IP44/IP54,3P+N+E,Straight plugs,32 A,440 ÷ 460 V,11,Straight connectors | IP44/IP54 | Screw wiring,Screw wiring
GW 62 762 H,accepted,0.97,2,1,51,4,"Marine, port and naval, installations",Straight connectors,,,60 Hz,IP66/IP67/IP68/IP69,3P+N+E,Straight plugs,32 A,440 ÷ 460 V,11,Straight connectors | IP66/IP67/IP68/IP69 | Screw wiring,Screw wiring
GW 62 828 H,accepted,0.97,2,1,51,6,"Marine, port and naval, installations",10° flush-mounting,,,60 Hz,,3P+N+E,Straight plugs,32 A,440 ÷ 460 V,11,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 862 H,accepted,0.98,2,1,51,8,"Marine, port and naval, installations",10° flush-mounting,,,60 Hz,,3P+N+E,Straight plugs,32 A,440 ÷ 460 V,11,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
GW 62 729 H,accepted,0.98,2,1,52,2,Refrigeretion containers,Straight connectors,,,50 Hz / 60 Hz,IP44/IP54,3P+E,Straight plugs,32 A,380 V / 440 V,3,Straight connectors | IP44/IP54 | Screw wiring,Screw wiring
GW 62 128 H,accepted,0.98,2,1,52,4,Refrigeretion containers,Straight connectors,,,50 Hz / 60 Hz,IP66/IP67/IP68/IP69,3P+E,Straight plugs,32 A,380 V / 440 V,3,Straight connectors | IP66/IP67/IP68/IP69 | Screw wiring,Screw wiring
GW 62 829 H,accepted,0.98,2,1,52,6,Refrigeretion containers,10° flush-mounting,,,50 Hz / 60 Hz,,3P+E,Straight plugs,32 A,380 V / 440 V,3,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 283 H,accepted,0.99,2,1,52,8,Refrigeretion containers,10° flush-mounting,,,50 Hz / 60 Hz,,3P+E,Straight plugs,32 A,380 V / 440 V,3,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
GW 62 730 H,accepted,0.97,2,1,53,2,Refrigeretion containers,Straight connectors,,,50 Hz / 60 Hz,IP44/IP54,3P+N+E,Straight plugs,32 A,380 V / 440 V,3,Straight connectors | IP44/IP54 | Screw wiring,Screw wiring
GW 62 763 H,accepted,0.97,2,1,53,4,Refrigeretion containers,Straight connectors,,,50 Hz / 60 Hz,IP66/IP67/IP68/IP69,3P+N+E,Straight plugs,32 A,380 V / 440 V,3,Straight connectors | IP66/IP67/IP68/IP69 | Screw wiring,Screw wiring
GW 62 830 H,accepted,0.97,2,1,53,6,Refrigeretion containers,10° flush-mounting,,,50 Hz / 60 Hz,,3P+N+E,Straight plugs,32 A,380 V / 440 V,3,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 863 H,accepted,0.98,2,1,53,8,Refrigeretion containers,10° flush-mounting,,,50 Hz / 60 Hz,,3P+N+E,Straight plugs,32 A,380 V / 440 V,3,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
GW 62 731 H,accepted,0.98,2,1,54,2,Isolation transformers,Straight connectors,,,50/60 Hz,IP44/IP54,2P+E,Straight plugs,32 A,transf.,12,Straight connectors | IP44/IP54 | Screw wiring,Screw wiring
GW 62 764 H,accepted,0.98,2,1,54,4,Isolation transformers,Straight connectors,,,50/60 Hz,IP66/IP67/IP68/IP69,2P+E,Straight plugs,32 A,transf.,12,Straight connectors | IP66/IP67/IP68/IP69 | Screw wiring,Screw wiring
GW 62 831 H,accepted,0.98,2,1,54,6,Isolation transformers,10° flush-mounting,,,50/60 Hz,,2P+E,Straight plugs,32 A,transf.,12,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 864 H,accepted,0.99,2,1,54,8,Isolation transformers,10° flush-mounting,,,50/60 Hz,,2P+E,Straight plugs,32 A,transf.,12,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
GW 62 732 H,accepted,0.97,2,1,55,2,Isolation transformers,Straight connectors,,,50/60 Hz,IP44/IP54,3P+E,Straight plugs,32 A,transf.,12,Straight connectors | IP44/IP54 | Screw wiring,Screw wiring
GW 62 765 H,accepted,0.97,2,1,55,4,Isolation transformers,Straight connectors,,,50/60 Hz,IP66/IP67/IP68/IP69,3P+E,Straight plugs,32 A,transf.,12,Straight connectors | IP66/IP67/IP68/IP69 | Screw wiring,Screw wiring
GW 62 832 H,accepted,0.97,2,1,55,6,Isolation transformers,10° flush-mounting,,,50/60 Hz,,3P+E,Straight plugs,32 A,transf.,12,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 865 H,accepted,0.98,2,1,55,8,Isolation transformers,10° flush-mounting,,,50/60 Hz,,3P+E,Straight plugs,32 A,transf.,12,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
GW 62 733 H,accepted,0.98,2,1,56,2,Use in direct current,Straight connectors,,,dc,IP44/IP54,2P+E,Straight plugs,32 A,> 50 ÷ 250V,3,Straight connectors | IP44/IP54 | Screw wiring,Screw wiring
GW 62 766 H,accepted,0.98,2,1,56,4,Use in direct current,Straight connectors,,,dc,IP66/IP67/IP68/IP69,2P+E,Straight plugs,32 A,> 50 ÷ 250V,3,Straight connectors | IP66/IP67/IP68/IP69 | Screw wiring,Screw wiring
GW 62 833 H,accepted,0.98,2,1,56,6,Use in direct current,10° flush-mounting,,,dc,,2P+E,Straight plugs,32 A,> 50 ÷ 250V,3,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 866 H,accepted,0.99,2,1,56,8,Use in direct current,10° flush-mounting,,,dc,,2P+E,Straight plugs,32 A,> 50 ÷ 250V,3,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
GW 62 734 H,accepted,0.97,2,1,57,2,Use in direct current,Straight connectors,,,dc,IP44/IP54,2P+E,Straight plugs,32 A,> 250V,8,Straight connectors | IP44/IP54 | Screw wiring,Screw wiring
GW 62 767 H,accepted,0.97,2,1,57,4,Use in direct current,Straight connectors,,,dc,IP66/IP67/IP68/IP69,2P+E,Straight plugs,32 A,> 250V,8,Straight connectors | IP66/IP67/IP68/IP69 | Screw wiring,Screw wiring
GW 62 834 H,accepted,0.97,2,1,57,6,Use in direct current,10° flush-mounting,,,dc,,2P+E,Straight plugs,32 A,> 250V,8,10° flush-mounting | socket-outlets IP44/IP45 | Screw wiring,Screw wiring
GW 62 867 H,accepted,0.98,2,1,57,8,Use in direct current,10° flush-mounting,,,dc,,2P+E,Straight plugs,32 A,> 250V,8,10° flush-mounting | socket-outlets IP66/IP67 | Screw wiring,Screw wiring
